id,display_name,version_updated_on,new_external_id,old_external_id,diff_external_id
2919,Scrub and circular nurse,2024-07-12T18:42:20.477022Z,b94ffdb8-c9aa-4c95-b754-6d65288fe060,b94ffdb8-c9aa-4c95-b754-6d65288fe060,No difference
3067,Immunologic deficiency syndrome,2024-07-12T18:42:19.818512Z,7241ec42-bb60-4abf-acb5-2d2af867a90d,7241ec42-bb60-4abf-acb5-2d2af867a90d,No difference
3066,Autoimmune disease,2024-07-12T18:42:19.094362Z,824fb1fc-2315-402e-a1a3-3106d8a5d6e5,824fb1fc-2315-402e-a1a3-3106d8a5d6e5,No difference
3065,Tension band wiring,2024-07-12T18:42:18.319814Z,7565d7ed-6508-43d5-af70-ae30eaaa71c5,7565d7ed-6508-43d5-af70-ae30eaaa71c5,No difference
3064,Supervisee,2024-07-12T18:42:17.625394Z,ae1d5155-af99-4d45-b665-ac2dffa6326f,ae1d5155-af99-4d45-b665-ac2dffa6326f,No difference
3063,Supervisor,2024-07-12T18:42:16.977397Z,970d274e-8f65-460a-9dec-9e28b539e0ca,970d274e-8f65-460a-9dec-9e28b539e0ca,No difference
3062,A lot,2024-07-12T18:42:16.335494Z,0f074510-1ff6-4924-bfef-effdcffd44f8,0f074510-1ff6-4924-bfef-effdcffd44f8,No difference
3061,A little,2024-07-12T18:42:15.673025Z,f6a5ea2d-fc7d-4e9e-8dfd-dbbea05cd9a0,f6a5ea2d-fc7d-4e9e-8dfd-dbbea05cd9a0,No difference
3060,Fair amount,2024-07-12T18:42:14.893668Z,de7fa192-bf2e-4991-a81f-582c4b50ae51,de7fa192-bf2e-4991-a81f-582c4b50ae51,No difference
3059,Single,2024-07-12T18:42:14.214912Z,20b8524e-4c26-4fa0-81f0-fa23ebacc54d,20b8524e-4c26-4fa0-81f0-fa23ebacc54d,No difference
3056,Nationality,2024-07-12T18:42:13.510381Z,8a30b8d0-ad08-4d86-9312-43fd23084ec8,8a30b8d0-ad08-4d86-9312-43fd23084ec8,No difference
3055,Number of children,2024-07-12T18:42:12.823244Z,b0ba8725-10d9-443e-8251-415c37fb9567,b0ba8725-10d9-443e-8251-415c37fb9567,No difference
3054,Housework,2024-07-12T18:42:12.175219Z,9b14b4d4-b749-4acf-acfe-79c480f3c4b3,9b14b4d4-b749-4acf-acfe-79c480f3c4b3,No difference
3053,Occasional employee,2024-07-12T18:42:11.369876Z,2cb73bee-7f94-4695-89c7-c81187dbc90c,2cb73bee-7f94-4695-89c7-c81187dbc90c,No difference
3051,Permanent employee - part time,2024-07-12T18:42:10.606670Z,5a69bbf4-d4f2-455a-a32e-6179cec3f0cd,5a69bbf4-d4f2-455a-a32e-6179cec3f0cd,No difference
3049,Permanent employee - full time,2024-07-12T18:42:09.840117Z,4a18a820-f3a1-4bb7-9138-558a9ecc81da,4a18a820-f3a1-4bb7-9138-558a9ecc81da,No difference
3048,No status,2024-07-12T18:42:09.177573Z,2bacead2-f280-457c-9d28-e80e106f7d25,2bacead2-f280-457c-9d28-e80e106f7d25,No difference
3047,Returnee,2024-07-12T18:42:08.526958Z,fc49acaa-ece2-4365-9dfb-70c2105de8b1,fc49acaa-ece2-4365-9dfb-70c2105de8b1,No difference
3046,Resident,2024-07-12T18:42:07.840411Z,bbdb287c-4ba1-4944-bd87-eb126c5f9d92,bbdb287c-4ba1-4944-bd87-eb126c5f9d92,No difference
3044,Internationally displaced person,2024-07-12T18:42:07.231622Z,515c5abe-4172-4d0c-a991-0de2888228d7,515c5abe-4172-4d0c-a991-0de2888228d7,No difference
3042,Asylum seeker,2024-07-12T18:42:06.570386Z,f921ffdd-72ca-4d58-a89b-1fa2e959d110,f921ffdd-72ca-4d58-a89b-1fa2e959d110,No difference
2941,Forefoot,2024-07-12T18:42:05.880725Z,ea7b9160-6302-413e-bad8-9874afbe1b54,ea7b9160-6302-413e-bad8-9874afbe1b54,No difference
2922,Cause of intervention,2024-07-12T18:42:05.254884Z,d4c8004a-3d8a-45a7-a7a1-40eab801cfb8,d4c8004a-3d8a-45a7-a7a1-40eab801cfb8,No difference
3035,Compress gauze,2024-07-12T18:42:04.630119Z,c0b1c7d7-7c58-416b-a70b-d49ca18ede2a,c0b1c7d7-7c58-416b-a70b-d49ca18ede2a,No difference
2524,Sensation location,2024-07-12T18:42:03.930895Z,6824de27-986e-4ca4-aaf8-c26310298546,6824de27-986e-4ca4-aaf8-c26310298546,No difference
1382,Home,2024-07-12T18:42:03.191989Z,bd5bf44b-164c-415c-8bff-b1d4849928d3,bd5bf44b-164c-415c-8bff-b1d4849928d3,No difference
1383,Emergency department,2024-07-12T18:42:02.304028Z,c709f78b-5787-4c7e-b5bd-66aad28f7ff4,c709f78b-5787-4c7e-b5bd-66aad28f7ff4,No difference
2553,Lateral Popliteal Nerve,2024-07-12T18:42:01.430249Z,9e47755a-03e2-4a11-898f-55e02b2e9f67,9e47755a-03e2-4a11-898f-55e02b2e9f67,No difference
2903,Pat Part Very Good,2024-07-12T18:42:00.619274Z,f81f7a4b-f57c-455e-a78c-22dc28604842,f81f7a4b-f57c-455e-a78c-22dc28604842,No difference
2905,Pat Part None,2024-07-12T18:41:59.881575Z,adff14e0-23f0-49a5-9705-1ca5b397e9c7,adff14e0-23f0-49a5-9705-1ca5b397e9c7,No difference
2901,Pat Part Fair,2024-07-12T18:41:59.256356Z,23cac78c-2b3b-443f-a7bb-c1dd1440c6aa,23cac78c-2b3b-443f-a7bb-c1dd1440c6aa,No difference
2900,Pat Part Poor,2024-07-12T18:41:58.555704Z,495623df-4f27-49be-a299-16b6d6d7eb87,495623df-4f27-49be-a299-16b6d6d7eb87,No difference
2904,Pat Part Excellent,2024-07-12T18:41:57.827321Z,55fb1dfe-5e35-4c64-8c20-f9fd92dace24,55fb1dfe-5e35-4c64-8c20-f9fd92dace24,No difference
2902,Pat Part Good,2024-07-12T18:41:57.075619Z,91a03d3d-63f1-4649-9cd3-68d1dd4b8f98,91a03d3d-63f1-4649-9cd3-68d1dd4b8f98,No difference
2563,Other findings description,2024-07-12T18:41:56.380333Z,e08d532b-e56c-43dc-b831-af705654d2dc,e08d532b-e56c-43dc-b831-af705654d2dc,No difference
3033,Dressing application,2024-07-12T18:41:55.721653Z,1dd9e6ad-108e-41ac-a959-e695bb78f17f,1dd9e6ad-108e-41ac-a959-e695bb78f17f,No difference
3030,Dead on Arrival,2024-07-12T18:41:55.034222Z,0cd4d5b3-974f-4f73-8eaa-b3cff59cd07f,0cd4d5b3-974f-4f73-8eaa-b3cff59cd07f,No difference
2813,Malunion - No indication for a redo,2024-07-12T18:41:54.276191Z,ae070a3d-afb8-4fc1-a7f7-1f8ef0c99a84,ae070a3d-afb8-4fc1-a7f7-1f8ef0c99a84,No difference
2812,Malunion indication for a redo,2024-07-12T18:41:53.626639Z,d2ad217f-0524-4813-909d-4a5fbc69c444,d2ad217f-0524-4813-909d-4a5fbc69c444,No difference
3005,External fixation - Unilateral,2024-07-12T18:41:52.909392Z,9ad3839d-bd57-42ca-bd45-bf797489bd17,9ad3839d-bd57-42ca-bd45-bf797489bd17,No difference
3007,External fixation - Hybrid,2024-07-12T18:41:52.246843Z,90dd456c-1957-4d60-ba14-cbc28f4a9ae4,90dd456c-1957-4d60-ba14-cbc28f4a9ae4,No difference
3006,External fixation - Circular,2024-07-12T18:41:51.628877Z,ecaa82ca-36f6-4ee1-9a66-97c34915956c,ecaa82ca-36f6-4ee1-9a66-97c34915956c,No difference
2937,Gustilo 3C,2024-07-12T18:41:50.971419Z,f72c7d80-a388-4c5d-9bfc-eaea7103eb5d,f72c7d80-a388-4c5d-9bfc-eaea7103eb5d,No difference
2936,Gustilo 3B,2024-07-12T18:41:50.268598Z,d47bee6a-c23a-4ffe-bc2c-b36eec44ab8c,d47bee6a-c23a-4ffe-bc2c-b36eec44ab8c,No difference
2935,Gustilo 3A,2024-07-12T18:41:49.600675Z,d211e046-71a5-4fe8-b373-85d1e860d0ca,d211e046-71a5-4fe8-b373-85d1e860d0ca,No difference
2934,Gustilo 2,2024-07-12T18:41:48.915056Z,b388dc50-7992-425d-b741-3dcc88e90325,b388dc50-7992-425d-b741-3dcc88e90325,No difference
2933,Gustilo 1,2024-07-12T18:41:48.268065Z,ad6ea085-f865-453e-9e89-caae27a00247,ad6ea085-f865-453e-9e89-caae27a00247,No difference
2932,Gustilo classification (for open fracture),2024-07-12T18:41:47.667615Z,32f6333a-b4c5-4566-ab5d-7b3f23f7c790,32f6333a-b4c5-4566-ab5d-7b3f23f7c790,No difference
2988,Trauma accidental others (TAO),2024-07-12T18:41:46.950331Z,b0a0b8ca-ec7b-4c60-b4b2-028079605ae7,b0a0b8ca-ec7b-4c60-b4b2-028079605ae7,No difference
3001,Surgical pathology congenital,2024-07-12T18:41:46.254711Z,e193ce26-0c7b-4d61-93aa-831804b7b2f8,e193ce26-0c7b-4d61-93aa-831804b7b2f8,No difference
3000,Surgical pathology latrogenic,2024-07-12T18:41:45.543739Z,6babd1c1-3869-455a-8b09-4db9caeb350e,6babd1c1-3869-455a-8b09-4db9caeb350e,No difference
2999,Surgical pathology haemorrhage,2024-07-12T18:41:44.734575Z,6b1f25e9-7679-4c14-abe6-30e58c1f5629,6b1f25e9-7679-4c14-abe6-30e58c1f5629,No difference
2997,Surgical pathology malignant tumour,2024-07-12T18:41:44.037352Z,2ac2300a-b370-4399-900c-61e5bdcca9c5,2ac2300a-b370-4399-900c-61e5bdcca9c5,No difference
2996,Surgical pathology benign tumour,2024-07-12T18:41:43.318832Z,3e80c997-4188-4bdb-b43c-47ea073bea33,3e80c997-4188-4bdb-b43c-47ea073bea33,No difference
2995,Surgical pathology vascular,2024-07-12T18:41:42.590311Z,6f6d96ed-0761-440c-af93-1e739438e60a,6f6d96ed-0761-440c-af93-1e739438e60a,No difference
2994,Surgical pathology tropical,2024-07-12T18:41:41.791715Z,4757f1cf-328b-4d07-824f-fc49b4de43b1,4757f1cf-328b-4d07-824f-fc49b4de43b1,No difference
2993,Surgical pathology abscess,2024-07-12T18:41:41.130619Z,bd03e781-41f5-47af-9306-53a7d300deda,bd03e781-41f5-47af-9306-53a7d300deda,No difference
2992,Obstetrical other complication (OPO),2024-07-12T18:41:40.485644Z,10a40133-f88f-4e7c-a385-e5aac09a40e6,10a40133-f88f-4e7c-a385-e5aac09a40e6,No difference
2991,Obstetrical hemorrhagic complications (OPH),2024-07-12T18:41:39.714704Z,c3bc81c1-8030-4a34-85e4-fa7276176bb2,c3bc81c1-8030-4a34-85e4-fa7276176bb2,No difference
2990,Obstetrical foetal-maternal (OFM),2024-07-12T18:41:38.982833Z,05d29f31-68f3-41b6-bf9c-5570761d05e3,05d29f31-68f3-41b6-bf9c-5570761d05e3,No difference
2989,Trauma natural disaster (TND),2024-07-12T18:41:38.299342Z,ec2c76aa-3f08-48b7-a40b-ec235487c15f,ec2c76aa-3f08-48b7-a40b-ec235487c15f,No difference
2987,Trauma accidental fall (TAF),2024-07-12T18:41:37.685278Z,22f90c6a-be9c-43ad-b0e4-1ad50c4f1632,22f90c6a-be9c-43ad-b0e4-1ad50c4f1632,No difference
2985,Trauma accidental traffic (TAT),2024-07-12T18:41:37.074495Z,869b8f46-f3b4-4694-bb01-e526d344ac53,869b8f46-f3b4-4694-bb01-e526d344ac53,No difference
2986,Trauma accidental burns (TAB),2024-07-12T18:41:36.444463Z,987028fb-11da-47ea-bff6-e609250413fc,987028fb-11da-47ea-bff6-e609250413fc,No difference
2984,Trauma violent torture (TVT),2024-07-12T18:41:35.844566Z,1993bf91-2b47-43c7-9dba-b2c47cb78374,1993bf91-2b47-43c7-9dba-b2c47cb78374,No difference
3028,TVO,2024-07-12T18:41:35.217988Z,8e6c630f-a993-4717-884d-e90587130f34,8e6c630f-a993-4717-884d-e90587130f34,No difference
2983,Trauma violent rape (TVR),2024-07-12T18:41:34.602005Z,c4c7edce-8161-4b5c-84ec-46a1641d9e79,c4c7edce-8161-4b5c-84ec-46a1641d9e79,No difference
2982,Trauma violent Assault (TVA),2024-07-12T18:41:33.997765Z,11f68f64-7bc4-4b91-b331-327c28937925,11f68f64-7bc4-4b91-b331-327c28937925,No difference
2980,Trauma violent bomb (TVB),2024-07-12T18:41:33.365208Z,89b46ee7-ca2c-4caa-b65d-f61bf2ca4038,89b46ee7-ca2c-4caa-b65d-f61bf2ca4038,No difference
2978,Trauma violent mine (TVM),2024-07-12T18:41:32.723694Z,1548160f-6b91-4776-9498-243a0ac7e88c,1548160f-6b91-4776-9498-243a0ac7e88c,No difference
2981,Trauma violent knives (TVK),2024-07-12T18:41:32.085390Z,bdd52741-6f39-4971-ab1b-dae3724cc89c,bdd52741-6f39-4971-ab1b-dae3724cc89c,No difference
3024,Pressure ulcer stage IV,2024-07-12T18:41:31.480255Z,f2d799f8-f70f-4eb0-a5d6-c1dbd303c1d2,f2d799f8-f70f-4eb0-a5d6-c1dbd303c1d2,No difference
3026,Pressure ulcer stage III,2024-07-12T18:41:30.742484Z,838197cf-489e-491b-a4ba-0a7cacb234c0,838197cf-489e-491b-a4ba-0a7cacb234c0,No difference
3027,Pressure ulcer stage II,2024-07-12T18:41:29.969052Z,72614aa5-ea53-4355-8055-e15c7b4f9943,72614aa5-ea53-4355-8055-e15c7b4f9943,No difference
3025,Pressure ulcer stage I,2024-07-12T18:41:29.270839Z,d8010751-648f-449d-a3b7-e51d1f0e142b,d8010751-648f-449d-a3b7-e51d1f0e142b,No difference
2962,Surgery,2024-07-12T18:41:28.517712Z,4d688780-019e-40fd-9004-044b69d9283f,4d688780-019e-40fd-9004-044b69d9283f,No difference
2961,Resuscitation,2024-07-12T18:41:27.786185Z,0c794d26-31a3-49e9-ac4d-3896c9d117f4,0c794d26-31a3-49e9-ac4d-3896c9d117f4,No difference
2765,Left: passive ankle dorsoflexion strength,2024-07-12T18:41:27.148341Z,0401b1f8-9f56-4b32-b6f8-e5dba7c0b67b,0401b1f8-9f56-4b32-b6f8-e5dba7c0b67b,No difference
2763,Left: active ankle dorsoflexion strength,2024-07-12T18:41:26.488492Z,7286a2ba-d78e-44da-b607-0ca6e9f1fd57,7286a2ba-d78e-44da-b607-0ca6e9f1fd57,No difference
2761,Right: passive ankle dorsoflexion strength,2024-07-12T18:41:25.754627Z,4894be9d-4317-4848-89d2-91de19ec8728,4894be9d-4317-4848-89d2-91de19ec8728,No difference
2759,Right: active ankle dorsoflexion strength,2024-07-12T18:41:25.065729Z,dfb1a4b5-67e2-4ebb-9ab3-5517cedb3fd2,dfb1a4b5-67e2-4ebb-9ab3-5517cedb3fd2,No difference
2731,Right: passive hip external rotation strength,2024-07-12T18:41:24.380830Z,2ebb38f1-b8d3-4a65-8d22-8bfeaf35ea9f,2ebb38f1-b8d3-4a65-8d22-8bfeaf35ea9f,No difference
2670,Right: passive shoulder external rotation strength,2024-07-12T18:41:23.739582Z,7420e165-26d6-45a1-a7d2-91075ed7d6bf,7420e165-26d6-45a1-a7d2-91075ed7d6bf,No difference
2658,Left: passive shoulder external rotation strength,2024-07-12T18:41:23.066942Z,7bb95a1f-bea2-4bfd-b503-acffb6b6d754,7bb95a1f-bea2-4bfd-b503-acffb6b6d754,No difference
2738,Left: active hip external rotation strength,2024-07-12T18:41:22.446993Z,d71b795f-df5d-49a8-8ddc-7f3ae9e1612d,d71b795f-df5d-49a8-8ddc-7f3ae9e1612d,No difference
2664,Right: active shoulder external rotation strength,2024-07-12T18:41:21.770355Z,ed90f253-932f-499a-bf1c-7dd0f933a9a5,ed90f253-932f-499a-bf1c-7dd0f933a9a5,No difference
2638,Left: active shoulder external rotation strength,2024-07-12T18:41:21.118836Z,56a1ebb3-60ba-4f5f-a887-8dab39a87b07,56a1ebb3-60ba-4f5f-a887-8dab39a87b07,No difference
2701,Left: passive wrist extension strength,2024-07-12T18:41:20.300470Z,b11f44b7-a5f2-43aa-8a6b-1b7ac0b3ac80,b11f44b7-a5f2-43aa-8a6b-1b7ac0b3ac80,No difference
2692,Right: passive wrist extension strength,2024-07-12T18:41:19.489230Z,3d39add4-6121-4ff7-a93d-deee65d0693b,3d39add4-6121-4ff7-a93d-deee65d0693b,No difference
2678,Left: passive elbow extension strength,2024-07-12T18:41:18.822586Z,751a711b-6a75-4e23-8c6a-9ab70e95e2cf,751a711b-6a75-4e23-8c6a-9ab70e95e2cf,No difference
2674,Right: passive elbow extension strength,2024-07-12T18:41:18.149735Z,8d65a4b9-2f9c-4ec6-a99d-4be394792774,8d65a4b9-2f9c-4ec6-a99d-4be394792774,No difference
2666,Right: passive shoulder extension strength,2024-07-12T18:41:17.359301Z,7185802b-fadd-41de-8dfb-62c54679275b,7185802b-fadd-41de-8dfb-62c54679275b,No difference
2653,Left: passive shoulder extension strength,2024-07-12T18:41:16.685383Z,9cc418c5-236d-44d1-ad43-56eb08e011ab,9cc418c5-236d-44d1-ad43-56eb08e011ab,No difference
2754,Left: active knee flexion strength,2024-07-12T18:41:16.079317Z,395b87a4-68d6-4883-a522-4bca25c1c2d6,395b87a4-68d6-4883-a522-4bca25c1c2d6,No difference
2699,Left: active wrist ulnar deviation strength,2024-07-12T18:41:15.466407Z,5ca03d0c-9ad6-481a-afb2-0c9ba86bf8d4,5ca03d0c-9ad6-481a-afb2-0c9ba86bf8d4,No difference
2690,Right: active wrist ulnar deviation strength,2024-07-12T18:41:14.809034Z,4a257b25-b494-4c30-94d2-37cdf137f4ff,4a257b25-b494-4c30-94d2-37cdf137f4ff,No difference
2676,Left: active elbow extension strength,2024-07-12T18:41:14.115637Z,95a105ed-3966-422e-9da5-6e1cac0984a7,95a105ed-3966-422e-9da5-6e1cac0984a7,No difference
2700,Left: passive wrist flexion strength,2024-07-12T18:41:13.443931Z,a248c5e1-1844-466e-897e-28b88ea4ffb1,a248c5e1-1844-466e-897e-28b88ea4ffb1,No difference
2691,Right: passive wrist flexion strength,2024-07-12T18:41:12.768871Z,1eb6afe0-b5ed-4cf9-a916-55a80c53dfe8,1eb6afe0-b5ed-4cf9-a916-55a80c53dfe8,No difference
2677,Left: passive elbow flexion strength,2024-07-12T18:41:11.981549Z,2b4d59e4-89f4-43f0-9fb2-d9ab47bd5408,2b4d59e4-89f4-43f0-9fb2-d9ab47bd5408,No difference
2673,Right: passive elbow flexion strength,2024-07-12T18:41:11.256103Z,69442055-1dcc-48ea-b9ce-b6910a466d1b,69442055-1dcc-48ea-b9ce-b6910a466d1b,No difference
2665,Right: passive shoulder flexion strength,2024-07-12T18:41:10.599731Z,20ea7527-18fe-44e5-8ed0-9a988ee91aee,20ea7527-18fe-44e5-8ed0-9a988ee91aee,No difference
2652,Left: passive shoulder flexion strength,2024-07-12T18:41:09.896166Z,87ddd4bf-d56d-4166-80b9-d91c04396d6a,87ddd4bf-d56d-4166-80b9-d91c04396d6a,No difference
2743,Left: passive hip internal rotation strength,2024-07-12T18:41:09.069825Z,0780a681-888b-4faa-a4a4-d3b3dc2a58ec,0780a681-888b-4faa-a4a4-d3b3dc2a58ec,No difference
2730,Right: passive hip internal rotation strength,2024-07-12T18:41:08.380312Z,1a25e6ba-5f4f-437b-b31a-bb2b084a59b6,1a25e6ba-5f4f-437b-b31a-bb2b084a59b6,No difference
2669,Right: passive shoulder internal rotation strength,2024-07-12T18:41:07.673841Z,66bfd996-3024-472b-9660-f9a038d76dd7,66bfd996-3024-472b-9660-f9a038d76dd7,No difference
2657,Left: passive shoulder internal rotation strength,2024-07-12T18:41:07.027768Z,95201f1f-4c7c-4159-9a70-f5806a10ea0a,95201f1f-4c7c-4159-9a70-f5806a10ea0a,No difference
2637,Left :active shoulder internal rotation strength,2024-07-12T18:41:06.402233Z,0e62d14d-ed29-488a-b5a4-9aea9b0240a7,0e62d14d-ed29-488a-b5a4-9aea9b0240a7,No difference
2663,Right: active shoulder internal rotation strength,2024-07-12T18:41:05.771910Z,bac81718-6438-4151-85a3-0f1a168f4358,bac81718-6438-4151-85a3-0f1a168f4358,No difference
2724,Right: active hip internal rotation strength,2024-07-12T18:41:05.082540Z,ea56af22-1bbb-444e-9acd-67571a6210d3,ea56af22-1bbb-444e-9acd-67571a6210d3,No difference
2737,Left: active hip internal rotation strength,2024-07-12T18:41:04.429051Z,e3c9acba-248e-4c7a-be12-4534479268d5,e3c9acba-248e-4c7a-be12-4534479268d5,No difference
2707,Right: active thumb opposition strength,2024-07-12T18:41:03.830031Z,d1dc376d-84ff-43f1-bc3b-8128ff94798b,d1dc376d-84ff-43f1-bc3b-8128ff94798b,No difference
2706,Right: active thumb abduction strength,2024-07-12T18:41:02.931721Z,05c5fba8-3946-408c-8229-849c9c6e5fd8,05c5fba8-3946-408c-8229-849c9c6e5fd8,No difference
2711,Right: passive thumb opposition strength,2024-07-12T18:41:02.296670Z,f8a36210-c48a-4b65-9cb8-d124b8317d4b,f8a36210-c48a-4b65-9cb8-d124b8317d4b,No difference
2668,Right: passive shoulder adduction strength,2024-07-12T18:41:01.655851Z,3df44ce8-04be-4071-8f32-77b56a79713b,3df44ce8-04be-4071-8f32-77b56a79713b,No difference
2667,Right: passive shoulder abduction strength,2024-07-12T18:41:00.951975Z,3f135cea-c918-46f2-86ad-a9057ab2fe4e,3f135cea-c918-46f2-86ad-a9057ab2fe4e,No difference
2710,Right: passive thumb abduction strength,2024-07-12T18:41:00.330304Z,fa2f89d6-ff80-4661-9306-612003e9e1d5,fa2f89d6-ff80-4661-9306-612003e9e1d5,No difference
2718,Left: passive thumb abduction strength,2024-07-12T18:40:59.677410Z,0d763f08-36b6-401c-89c1-96f8c0221e05,0d763f08-36b6-401c-89c1-96f8c0221e05,No difference
2715,Left: active thumb opposition strength,2024-07-12T18:40:59.078425Z,dcd471c2-7c1c-4d98-a454-50d0bfc17c47,dcd471c2-7c1c-4d98-a454-50d0bfc17c47,No difference
2714,Left: active thumb abduction strength,2024-07-12T18:40:58.476760Z,8b437a8b-5299-486d-bf2a-02391766559c,8b437a8b-5299-486d-bf2a-02391766559c,No difference
2719,Left: passive thumb opposition strength,2024-07-12T18:40:57.819824Z,5e5c5dbb-752f-4e18-9966-83f27326c3e4,5e5c5dbb-752f-4e18-9966-83f27326c3e4,No difference
2728,Right: passive hip abduction strength,2024-07-12T18:40:57.180576Z,f7014700-2bfc-493d-8663-19456b0aa74b,f7014700-2bfc-493d-8663-19456b0aa74b,No difference
2722,Right: active hip abduction strength,2024-07-12T18:40:56.467402Z,3931f8df-663a-4ffc-904b-e36021fd6365,3931f8df-663a-4ffc-904b-e36021fd6365,No difference
2723,Right: active hip adduction strength,2024-07-12T18:40:55.794720Z,58ca7816-a716-47a9-8748-057292a6e745,58ca7816-a716-47a9-8748-057292a6e745,No difference
2729,Right: passive hip adduction strength,2024-07-12T18:40:55.069880Z,5f6c5b9e-5c2b-4b35-914d-dbba343885a5,5f6c5b9e-5c2b-4b35-914d-dbba343885a5,No difference
2735,Left: active hip abduction strength,2024-07-12T18:40:54.378153Z,f66c45b4-fdab-48aa-8ee4-8be399dc7e0d,f66c45b4-fdab-48aa-8ee4-8be399dc7e0d,No difference
2736,Left: active hip adduction strength,2024-07-12T18:40:53.707713Z,57758f33-c85b-43e3-a602-32f04728cb35,57758f33-c85b-43e3-a602-32f04728cb35,No difference
2742,Left: passive hip adduction strength,2024-07-12T18:40:53.045202Z,1e262656-46b0-4769-a738-37b55d80e373,1e262656-46b0-4769-a738-37b55d80e373,No difference
2741,Left: passive hip abduction strength,2024-07-12T18:40:52.387164Z,dbd0c2d4-e11f-411a-aee1-94739a7a6f44,dbd0c2d4-e11f-411a-aee1-94739a7a6f44,No difference
2659,Right: active shoulder flexion strength,2024-07-12T18:40:51.716001Z,e694a63c-cab4-4b9b-82b7-738df7c9bcdb,e694a63c-cab4-4b9b-82b7-738df7c9bcdb,No difference
2660,Right: active shoulder extension strength,2024-07-12T18:40:51.042869Z,fe3a805c-1cf0-4d8a-8ebc-3e9c2acdf16e,fe3a805c-1cf0-4d8a-8ebc-3e9c2acdf16e,No difference
2635,Left: active shoulder abduction strength,2024-07-12T18:40:50.349996Z,32f979c4-9243-458a-9430-294724feab61,32f979c4-9243-458a-9430-294724feab61,No difference
2661,Right: active shoulder abduction strength,2024-07-12T18:40:49.691411Z,011e2530-2e43-43c9-8d6c-c47028daa507,011e2530-2e43-43c9-8d6c-c47028daa507,No difference
2662,Right: active shoulder adduction strength,2024-07-12T18:40:49.066231Z,f9f7fdb8-194c-48c1-82b2-b6a514eab1e7,f9f7fdb8-194c-48c1-82b2-b6a514eab1e7,No difference
745,Anesthesia nurse name,2024-07-12T18:40:48.432158Z,78ca58a1-67ab-4f56-b70f-b3d91c59810b,78ca58a1-67ab-4f56-b70f-b3d91c59810b,No difference
741,Surgeon name,2024-07-12T18:40:47.649503Z,6859d743-d01f-4e12-b1b3-88dccbe87067,6859d743-d01f-4e12-b1b3-88dccbe87067,No difference
2775,Left: passive toes extension strength,2024-07-12T18:40:46.818214Z,350dd0da-0f0f-4874-b2a6-2ae858188a16,350dd0da-0f0f-4874-b2a6-2ae858188a16,No difference
2774,Left: passive toes flexion strength,2024-07-12T18:40:46.159849Z,170b6ea9-5e26-4bdd-a5a2-a844328878ba,170b6ea9-5e26-4bdd-a5a2-a844328878ba,No difference
2772,Left: active toes extension strength,2024-07-12T18:40:45.475859Z,76d219c6-4654-4619-bd2f-8f4b17de7631,76d219c6-4654-4619-bd2f-8f4b17de7631,No difference
2771,Left: active toes flexion strength,2024-07-12T18:40:44.727212Z,db178845-d879-411e-8803-a6b7ffd790e7,db178845-d879-411e-8803-a6b7ffd790e7,No difference
2770,Right: passive toes extension strength,2024-07-12T18:40:44.041709Z,a19612a5-0d08-436e-8b9f-5c72869222a4,a19612a5-0d08-436e-8b9f-5c72869222a4,No difference
2769,Right: passive toes flexion strength,2024-07-12T18:40:43.353588Z,82621b79-196a-46f0-9f5e-8a990e488844,82621b79-196a-46f0-9f5e-8a990e488844,No difference
2768,Right: active toes extension strength,2024-07-12T18:40:42.662973Z,e79e26a8-469d-49f0-84b4-615ff2ca7465,e79e26a8-469d-49f0-84b4-615ff2ca7465,No difference
2767,Right: active toes flexion strength,2024-07-12T18:40:41.791529Z,9fb32743-0487-45ff-88ab-24f1d5f91364,9fb32743-0487-45ff-88ab-24f1d5f91364,No difference
2766,Left: passive ankle plantar flexion strength,2024-07-12T18:40:41.037965Z,c74bc993-179b-4290-aa91-0db44219035e,c74bc993-179b-4290-aa91-0db44219035e,No difference
2764,Left: active ankle plantar flexion strength,2024-07-12T18:40:40.399654Z,914865d9-d03b-42a3-85b5-f3b37438765a,914865d9-d03b-42a3-85b5-f3b37438765a,No difference
2762,Right: passive ankle plantar flexion strength,2024-07-12T18:40:39.793807Z,5cdf23d8-2eb3-4619-a7c5-c5ce9c3b6d8e,5cdf23d8-2eb3-4619-a7c5-c5ce9c3b6d8e,No difference
2760,Right: active ankle plantar flexion strength,2024-07-12T18:40:39.091412Z,04c1c71b-457c-43c0-9ca1-4de11708e7a5,04c1c71b-457c-43c0-9ca1-4de11708e7a5,No difference
2757,Left: passive knee extension strength,2024-07-12T18:40:38.385555Z,0cb0cf60-011b-4577-b7eb-505b669881dd,0cb0cf60-011b-4577-b7eb-505b669881dd,No difference
2756,Left: passive knee flexion strength,2024-07-12T18:40:37.761759Z,d6b155c8-72ad-4366-a869-bd60a8963273,d6b155c8-72ad-4366-a869-bd60a8963273,No difference
2755,Left: active knee extension strengt,2024-07-12T18:40:37.040557Z,76def46b-b670-4433-8a6b-70d48edb6d01,76def46b-b670-4433-8a6b-70d48edb6d01,No difference
2753,Right: passive knee extension strength,2024-07-12T18:40:36.394243Z,b6e4fc1d-0cb9-4413-8db2-a1313699ddbd,b6e4fc1d-0cb9-4413-8db2-a1313699ddbd,No difference
